id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1255542361746280450,1255542361746280450,1588179600000,2020-04-30,00:00:00,SE Asia Standard Time,377922480,gcetrafik,PROLINTAS GCE,,"Ingat! Kekalkan jarak sekurang-kurangnya 1 meter dan elakkan diri dari pergi ke tempat yang ramai orang.

Jom, mari kita sama-sama putuskan rantaian COVID19  pic.twitter.com/nvZ7aviwJV",[],[],['https://pbs.twimg.com/media/EWxuZJmXQAMnoku.jpg'],0,0,1,[],[],https://twitter.com/GCEtrafik/status/1255542361746280450,False,,0,,,,,,,"[{'user_id': '377922480', 'username': 'GCEtrafik'}]",,,,
1255542333979815937,1255542333979815937,1588179593000,2020-04-29,23:59:53,SE Asia Standard Time,1200486471808905216,farida_4h,farida,,"Ini adalah Peta sebaran Tentang Covid-19 Ponpes Temboro, Magetan, Jawa Timur. Saat ini Ponpes Al Fatah Temboro Magetan menjadi Klaster Lintas Negara.

Hal ini terjadi karena kurang disiplin dan  kurang mmperhatikan himbauan dari pemerintah.

@yusuf_dumdum
@habibthink pic.twitter.com/V0gGLJQVjZ","['yusuf_dumdum', 'habibthink']",[],['https://pbs.twimg.com/media/EWyVFvGU8AETndx.jpg'],0,1,0,[],[],https://twitter.com/farida_4h/status/1255542333979815937,False,,0,,,,,,,"[{'user_id': '1200486471808905216', 'username': 'farida_4h'}, {'user_id': '2156465923', 'username': 'yusuf_dumdum'}, {'user_id': '333923119', 'username': 'habibthink'}]",,,,
1255542331303800832,1255542331303800832,1588179593000,2020-04-29,23:59:53,SE Asia Standard Time,572041608,fathonigs,Toni Fathoni,,MARWAN JAFAR Berbagi Puluhan Ton Beras Sembako Sebagai Wujud Kepedulian Kepada Masyarakat Terdampak Covid-19  https://www.suaramerdeka.com/news/parlemen/227524-anggota-dpr-ri-berbagi-puluhan-ton-beras … @FraksiPKB @DPR_RI,"['fraksipkb', 'dpr_ri']",['https://www.suaramerdeka.com/news/parlemen/227524-anggota-dpr-ri-berbagi-puluhan-ton-beras'],[],0,0,1,[],[],https://twitter.com/fathoniGS/status/1255542331303800832,False,,0,,,,,,,"[{'user_id': '572041608', 'username': 'fathoniGS'}, {'user_id': '117189854', 'username': 'FraksiPKB'}, {'user_id': '211415705', 'username': 'DPR_RI'}]",,,,
1255542313280929793,1255542313280929793,1588179588000,2020-04-29,23:59:48,SE Asia Standard Time,1004014253139873792,dhany_dkay,dhany jauharuddin,,Udah ngga sabar nunggu ending nya si covid19. .,[],[],[],0,0,1,[],[],https://twitter.com/dhany_dkay/status/1255542313280929793,False,,0,,,,,,,"[{'user_id': '1004014253139873792', 'username': 'dhany_dkay'}]",,,,
1255542284805955586,1255542284805955586,1588179582000,2020-04-29,23:59:42,SE Asia Standard Time,86728042,bangbara_pos,Bangbara_Pos,,"Bantuan Dampak Covid-19 di Bandung Barat Tersendat Karena Perubahan Data, Begini Keterangannya  https://bangbara.com/bantuan-dampak-covid-19-di-bandung-barat-tersendat-karena-perubahan-data-begini-keterangannya/ … pic.twitter.com/z0e92TbYBM",[],['https://bangbara.com/bantuan-dampak-covid-19-di-bandung-barat-tersendat-karena-perubahan-data-begini-keterangannya/'],['https://pbs.twimg.com/media/EWyVDeSXgAISy5m.jpg'],0,0,0,[],[],https://twitter.com/Bangbara_Pos/status/1255542284805955586,False,,0,,,,,,,"[{'user_id': '86728042', 'username': 'Bangbara_Pos'}]",,,,
1255542280628269056,1212237540461170690,1588179581000,2020-04-29,23:59:41,SE Asia Standard Time,113372178,adibtamami,Tertuduh Gila,,"Page 120 of 366

Alhamdulillah, HP-ku akhirnya masih bisa terselamatkan oleh tukang servis. aku tidak bisa membayangkan bila harus mengeluarkan uang untuk membeli HP baru di tengah kondisi ekonomi yang menurun akibat pandemi covid-19 ini.",[],[],[],1,0,0,[],[],https://twitter.com/adibtamami/status/1255542280628269056,False,,0,,,,,,,"[{'user_id': '113372178', 'username': 'adibtamami'}]",,,,
1255542267617570817,1255542267617570817,1588179578000,2020-04-29,23:59:38,SE Asia Standard Time,1220213139884527617,anjee2478,Anjee2478💕🐾,,"Alhamdulillah.. dah semakin baik.. teruskan berdoa.. 
#COVID19",[],[],[],0,0,0,['#covid19'],[],https://twitter.com/anjee2478/status/1255542267617570817,False,,0,,,,,,,"[{'user_id': '1220213139884527617', 'username': 'anjee2478'}]",,,,
1255542248378208256,1255542248378208256,1588179573000,2020-04-29,23:59:33,SE Asia Standard Time,1570676966,bengkelhikmah,Bengkel Pendidikan Aceh Hikmah,,4 Poin Penting Penggunaan Dana BOS di Masa Darurat Covid-19  http://dlvr.it/RVhntC  pic.twitter.com/mivvDNP8E5,[],['http://dlvr.it/RVhntC'],['https://pbs.twimg.com/media/EWyVBW9UcAATKaA.jpg'],0,0,0,[],[],https://twitter.com/bengkelhikmah/status/1255542248378208256,False,,0,,,,,,,"[{'user_id': '1570676966', 'username': 'bengkelhikmah'}]",,,,
1255542214844772352,1255542214844772352,1588179565000,2020-04-29,23:59:25,SE Asia Standard Time,1240335246035267584,arieko68407885,diecas,,"Dalam wabah virus COVID-19 ada permainan politik dan ekonomi tingkat internasional yang ngeri-ngeri sedap.

Pembicaraan antara @tirta_hudhi dan jrxsid harus berhenti padahal seru 😁😁😁 pic.twitter.com/RMR1LWjGWa",['tirta_hudhi'],[],"['https://pbs.twimg.com/media/EWyU-SNUwAAFpDh.jpg', 'https://pbs.twimg.com/media/EWyU_R0U0AElbdx.jpg']",0,0,0,[],[],https://twitter.com/AriEko68407885/status/1255542214844772352,False,,0,,,,,,,"[{'user_id': '1240335246035267584', 'username': 'AriEko68407885'}, {'user_id': '116632682', 'username': 'tirta_hudhi'}]",,,,
1255542210897997827,1255542210897997827,1588179564000,2020-04-29,23:59:24,SE Asia Standard Time,572041608,fathonigs,Toni Fathoni,,MARWAN JAFAR Berbagi Puluhan Ton Beras Sembako Sebagai Wujud Kepedulian Kepada Masyarakat Terdampak Covid-19  https://www.suaramerdeka.com/news/parlemen/227524-anggota-dpr-ri-berbagi-puluhan-ton-beras …,[],['https://www.suaramerdeka.com/news/parlemen/227524-anggota-dpr-ri-berbagi-puluhan-ton-beras'],[],0,0,1,[],[],https://twitter.com/fathoniGS/status/1255542210897997827,False,,0,,,,,,,"[{'user_id': '572041608', 'username': 'fathoniGS'}]",,,,
